video_path,relative_path,category,binary_label,binary_class,ethnicity,gender,identity,filename,split
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01170\00021_id00987_wavtolip.mp4,FakeVideo-RealAudio\African\men\id01170\00021_id00987_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,men,id01170,00021_id00987_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id08314\00028_id00103_qpTVaP4y5DQ.mp4,FakeVideo-RealAudio\Asian (South)\men\id08314\00028_id00103_qpTVaP4y5DQ.mp4,FakeVideo-RealAudio,1,fake,Asian (South),men,id08314,00028_id00103_qpTVaP4y5DQ.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00187\00360_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00187\00360_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00187,00360_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id05231\00149.mp4,RealVideo-RealAudio\African\women\id05231\00149.mp4,RealVideo-RealAudio,0,real,African,women,id05231,00149.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id00033\00276_id07058_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\men\id00033\00276_id07058_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),men,id00033,00276_id07058_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id03371\00430_id00071_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id03371\00430_id00071_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id03371,00430_id00071_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id01001\00086_id00287_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id01001\00086_id00287_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id01001,00086_id00287_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id05743\00015_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id05743\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id05743,00015_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id01102\00197_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id01102\00197_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id01102,00197_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01856\00006.mp4,RealVideo-RealAudio\African\men\id01856\00006.mp4,RealVideo-RealAudio,0,real,African,men,id01856,00006.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id05434\00052_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id05434\00052_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id05434,00052_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03668\00143_id00264_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (American)\men\id03668\00143_id00264_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),men,id03668,00143_id00264_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\women\id03656\00052_fake.mp4,RealVideo-FakeAudio\African\women\id03656\00052_fake.mp4,RealVideo-FakeAudio,1,fake,African,women,id03656,00052_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00813\00169_id00365_XV-imLNJvfk.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00813\00169_id00365_XV-imLNJvfk.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00813,00169_id00365_XV-imLNJvfk.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id01589\00017_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id01589\00017_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id01589,00017_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id07338\00003.mp4,RealVideo-RealAudio\Asian (East)\men\id07338\00003.mp4,RealVideo-RealAudio,0,real,Asian (East),men,id07338,00003.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01530\00002_id02494_wavtolip.mp4,FakeVideo-RealAudio\African\men\id01530\00002_id02494_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,men,id01530,00002_id02494_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00266\00470.mp4,RealVideo-RealAudio\Caucasian (European)\men\id00266\00470.mp4,RealVideo-RealAudio,0,real,Caucasian (European),men,id00266,00470.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\women\id00428\00017_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\women\id00428\00017_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),women,id00428,00017_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00680\00110_id01223_TO3ym8Gwp7k_id00145_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00680\00110_id01223_TO3ym8Gwp7k_id00145_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00680,00110_id01223_TO3ym8Gwp7k_id00145_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id01248\00005.mp4,RealVideo-RealAudio\Caucasian (American)\women\id01248\00005.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id01248,00005.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04070\00072_id07051_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id04070\00072_id07051_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id04070,00072_id07051_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id03371\00430_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id03371\00430_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id03371,00430_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00232\00025_id00332_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00232\00025_id00332_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00232,00025_id00332_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id07102\00052_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id07102\00052_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id07102,00052_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00187\00360_id00498_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00187\00360_id00498_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00187,00360_id00498_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id09175\00072_id09116_wavtolip.mp4,FakeVideo-RealAudio\Asian (East)\women\id09175\00072_id09116_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (East),women,id09175,00072_id09116_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01052\00076.mp4,RealVideo-RealAudio\Caucasian (European)\men\id01052\00076.mp4,RealVideo-RealAudio,0,real,Caucasian (European),men,id01052,00076.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00461\00043.mp4,RealVideo-RealAudio\Asian (South)\women\id00461\00043.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id00461,00043.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\women\id00616\00305_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\women\id00616\00305_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),women,id00616,00305_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01172\00015_id00971_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (American)\men\id01172\00015_id00971_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),men,id01172,00015_id00971_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id02586\00042.mp4,RealVideo-RealAudio\African\women\id02586\00042.mp4,RealVideo-RealAudio,0,real,African,women,id02586,00042.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id00732\00118_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id00732\00118_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id00732,00118_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00292\00072_id00266_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\men\id00292\00072_id00266_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),men,id00292,00072_id00266_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00100\00028_1_id00381_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00100\00028_1_id00381_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00100,00028_1_id00381_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00282\00268_id00368_KohcGDsg29U.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00282\00268_id00368_KohcGDsg29U.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00282,00268_id00368_KohcGDsg29U.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00076\00109_1.mp4,FakeVideo-RealAudio\African\men\id00076\00109_1.mp4,FakeVideo-RealAudio,1,fake,African,men,id00076,00109_1.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id07236\00143_id05435_OvX-Jv_whcU_faceswap_id05435_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id07236\00143_id05435_OvX-Jv_whcU_faceswap_id05435_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id07236,00143_id05435_OvX-Jv_whcU_faceswap_id05435_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00963\00028_id01156_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00963\00028_id01156_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00963,00028_id01156_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07194\00014.mp4,RealVideo-RealAudio\Asian (South)\men\id07194\00014.mp4,RealVideo-RealAudio,0,real,Asian (South),men,id07194,00014.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id06462\00014_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id06462\00014_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id06462,00014_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id00126\00173_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id00126\00173_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id00126,00173_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id03605\00048.mp4,RealVideo-RealAudio\Caucasian (American)\women\id03605\00048.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id03605,00048.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00325\00015_id00042_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00325\00015_id00042_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00325,00015_id00042_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00395\00420.mp4,RealVideo-RealAudio\Caucasian (European)\women\id00395\00420.mp4,RealVideo-RealAudio,0,real,Caucasian (European),women,id00395,00420.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01201\00028_id00062_bctnrIvZHTs.mp4,FakeVideo-RealAudio\Caucasian (American)\men\id01201\00028_id00062_bctnrIvZHTs.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),men,id01201,00028_id00062_bctnrIvZHTs.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00458\00072.mp4,RealVideo-RealAudio\Caucasian (American)\women\id00458\00072.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id00458,00072.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id01216\00025_id01004_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id01216\00025_id01004_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id01216,00025_id01004_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00098\00004.mp4,RealVideo-RealAudio\Caucasian (American)\women\id00098\00004.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id00098,00004.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02808\00056_id02808_wavtolip.mp4,FakeVideo-RealAudio\African\women\id02808\00056_id02808_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,women,id02808,00056_id02808_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00368\00078_id00292_qELK8N_DykA.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00368\00078_id00292_qELK8N_DykA.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00368,00078_id00292_qELK8N_DykA.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00414\00052_id04537_G1e1UFopjfI_faceswap_id07165_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\men\id00414\00052_id04537_G1e1UFopjfI_faceswap_id07165_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),men,id00414,00052_id04537_G1e1UFopjfI_faceswap_id07165_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06061\00002_id06427_dBBAKe2EA_o.mp4,FakeVideo-RealAudio\Asian (East)\women\id06061\00002_id06427_dBBAKe2EA_o.mp4,FakeVideo-RealAudio,1,fake,Asian (East),women,id06061,00002_id06427_dBBAKe2EA_o.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id07236\00143.mp4,RealVideo-RealAudio\Asian (South)\women\id07236\00143.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id07236,00143.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id02948\00298.mp4,RealVideo-RealAudio\African\women\id02948\00298.mp4,RealVideo-RealAudio,0,real,African,women,id02948,00298.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00823\00125_id00374_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id00823\00125_id00374_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id00823,00125_id00374_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00234\00063_id03816_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00234\00063_id03816_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00234,00063_id03816_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id03525\00048_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id03525\00048_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id03525,00048_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id09053\00005_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id09053\00005_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id09053,00005_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07136\00052_id07051_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\women\id07136\00052_id07051_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),women,id07136,00052_id07051_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id01281\00040_id08139_wavtolip.mp4,FakeVideo-RealAudio\Asian (East)\women\id01281\00040_id08139_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (East),women,id01281,00040_id08139_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03713\00249_id03103_wiCYm3THQPw_id04820_wavtolip.mp4,FakeVideo-FakeAudio\African\women\id03713\00249_id03103_wiCYm3THQPw_id04820_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,women,id03713,00249_id03103_wiCYm3THQPw_id04820_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00781\00092_id02494_lObg47hQleE_id01171_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id00781\00092_id02494_lObg47hQleE_id01171_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id00781,00092_id02494_lObg47hQleE_id01171_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id06427\00138_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id06427\00138_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id06427,00138_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id01001\00086_id00735_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id01001\00086_id00735_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id01001,00086_id00735_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id01610\00090_fake.mp4,RealVideo-FakeAudio\African\men\id01610\00090_fake.mp4,RealVideo-FakeAudio,1,fake,African,men,id01610,00090_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01597\00005_2_id02494_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id01597\00005_2_id02494_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id01597,00005_2_id02494_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id04374\00032.mp4,RealVideo-RealAudio\African\women\id04374\00032.mp4,RealVideo-RealAudio,0,real,African,women,id04374,00032.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id00062\00278.mp4,RealVideo-RealAudio\Caucasian (American)\men\id00062\00278.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id00062,00278.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04529\00186_id04529_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id04529\00186_id04529_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id04529,00186_id04529_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07210\00005_id03180_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\men\id07210\00005_id03180_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),men,id07210,00005_id03180_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00169\00021_id01042_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id00169\00021_id01042_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id00169,00021_id01042_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00430\00209.mp4,RealVideo-RealAudio\Asian (East)\women\id00430\00209.mp4,RealVideo-RealAudio,0,real,Asian (East),women,id00430,00209.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id01217\00005_id00462_EMnGfAq9gg4_id03556_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id01217\00005_id00462_EMnGfAq9gg4_id03556_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id01217,00005_id00462_EMnGfAq9gg4_id03556_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00417\00069_id06445_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\women\id00417\00069_id06445_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),women,id00417,00069_id06445_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id05931\00013.mp4,RealVideo-RealAudio\Asian (South)\women\id05931\00013.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id05931,00013.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00694\00340_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00694\00340_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00694,00340_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id06225\00005_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id06225\00005_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id06225,00005_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id01204\00092_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id01204\00092_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id01204,00092_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01838\00126_id01178_wavtolip.mp4,FakeVideo-RealAudio\African\women\id01838\00126_id01178_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,women,id01838,00126_id01178_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id02296\00019_fake.mp4,RealVideo-FakeAudio\African\men\id02296\00019_fake.mp4,RealVideo-FakeAudio,1,fake,African,men,id02296,00019_fake.mp4,train
